Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 2, Card: 1
Checked Position - Row: 0, Col: 3, Card: 1
Checked Position - Row: 0, Col: 4, Card: 1
Checked Position - Row: 0, Col: 5, Card: 1
Checked Position - Row: 0, Col: 6, Card: 1
Checked Position - Row: 1, Col: 0, Card: 1
Checked Position - Row: 1, Col: 1, Card: 1
Checked Position - Row: 1, Col: 2, Card: 1
Checked Position - Row: 1, Col: 3, Card: 1
Checked Position - Row: 1, Col: 4, Card: 1
Checked Position - Row: 1, Col: 5, Card: 1
Checked Position - Row: 1, Col: 6, Card: 1
Checked Position - Row: 2, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 2, Card: 1
Checked Position - Row: 0, Col: 3, Card: 1
Checked Position - Row: 0, Col: 4, Card: 1
Checked Position - Row: 0, Col: 5, Card: 1
Checked Position - Row: 0, Col: 6, Card: 1
Checked Position - Row: 1, Col: 0, Card: 1
Checked Position - Row: 1, Col: 1, Card: 1
Checked Position - Row: 1, Col: 2, Card: 1
Checked Position - Row: 1, Col: 3, Card: 1
Checked Position - Row: 1, Col: 4, Card: 1
Checked Position - Row: 1, Col: 5, Card: 1
Checked Position - Row: 1, Col: 6, Card: 1
Checked Position - Row: 2, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 2, Card: 1
Checked Position - Row: 0, Col: 3, Card: 1
Checked Position - Row: 0, Col: 4, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 2, Card: 1
Checked Position - Row: 0, Col: 3, Card: 1
Checked Position - Row: 0, Col: 4, Card: 1
Checked Position - Row: 0, Col: 5, Card: 1
Checked Position - Row: 0, Col: 6, Card: 1
Checked Position - Row: 1, Col: 0, Card: 1
Checked Position - Row: 1, Col: 1, Card: 1
Checked Position - Row: 1, Col: 2, Card: 1
Checked Position - Row: 1, Col: 3, Card: 1
Checked Position - Row: 1, Col: 4, Card: 1
Checked Position - Row: 1, Col: 5, Card: 1
Checked Position - Row: 1, Col: 6, Card: 1
Checked Position - Row: 2, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 2, Card: 1
Checked Position - Row: 0, Col: 3, Card: 1
Checked Position - Row: 0, Col: 4, Card: 1
Checked Position - Row: 0, Col: 5, Card: 1
Checked Position - Row: 0, Col: 6, Card: 1
Checked Position - Row: 1, Col: 0, Card: 1
Checked Position - Row: 1, Col: 1, Card: 1
Checked Position - Row: 1, Col: 2, Card: 1
Checked Position - Row: 1, Col: 3, Card: 1
Checked Position - Row: 1, Col: 4, Card: 1
Checked Position - Row: 1, Col: 5, Card: 1
Checked Position - Row: 1, Col: 6, Card: 1
Checked Position - Row: 2, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 2, Card: 1
Checked Position - Row: 0, Col: 3, Card: 1
Checked Position - Row: 0, Col: 4, Card: 1
Checked Position - Row: 0, Col: 5, Card: 1
Checked Position - Row: 0, Col: 6, Card: 1
Checked Position - Row: 1, Col: 0, Card: 1
Checked Position - Row: 1, Col: 1, Card: 1
Checked Position - Row: 1, Col: 2, Card: 1
Checked Position - Row: 1, Col: 3, Card: 1
Checked Position - Row: 1, Col: 4, Card: 1
Checked Position - Row: 1, Col: 5, Card: 1
Checked Position - Row: 1, Col: 6, Card: 1
Checked Position - Row: 2, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 2, Card: 1
Checked Position - Row: 0, Col: 3, Card: 1
Checked Position - Row: 0, Col: 4, Card: 1
Checked Position - Row: 0, Col: 5, Card: 1
Checked Position - Row: 0, Col: 6, Card: 1
Checked Position - Row: 1, Col: 0, Card: 1
Checked Position - Row: 1, Col: 1, Card: 1
Checked Position - Row: 1, Col: 2, Card: 1
Checked Position - Row: 1, Col: 3, Card: 1
Checked Position - Row: 1, Col: 4, Card: 1
Checked Position - Row: 1, Col: 5, Card: 1
Checked Position - Row: 1, Col: 6, Card: 1
Checked Position - Row: 2, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 2
Checked Position - Row: 0, Col: 1, Card: 2
Checked Position - Row: 0, Col: 2, Card: 2
Checked Position - Row: 0, Col: 3, Card: 2
Checked Position - Row: 0, Col: 4, Card: 2
Checked Position - Row: 0, Col: 5, Card: 2
Checked Position - Row: 0, Col: 6, Card: 2
Checked Position - Row: 1, Col: 0, Card: 2
Checked Position - Row: 1, Col: 1, Card: 2
Checked Position - Row: 1, Col: 2, Card: 2
Checked Position - Row: 1, Col: 3, Card: 2
Checked Position - Row: 1, Col: 4, Card: 2
Checked Position - Row: 1, Col: 5, Card: 2
Checked Position - Row: 1, Col: 6, Card: 2
Checked Position - Row: 2, Col: 0, Card: 2
Checked Position - Row: 2, Col: 1, Card: 2
Checked Position - Row: 0, Col: 0, Card: 2
Checked Position - Row: 0, Col: 1, Card: 2
Checked Position - Row: 0, Col: 2, Card: 2
Checked Position - Row: 0, Col: 3, Card: 2
Checked Position - Row: 0, Col: 4, Card: 2
Checked Position - Row: 0, Col: 5, Card: 2
Checked Position - Row: 0, Col: 6, Card: 2
Checked Position - Row: 1, Col: 0, Card: 2
Checked Position - Row: 1, Col: 1, Card: 2
Checked Position - Row: 1, Col: 2, Card: 2
Checked Position - Row: 1, Col: 3, Card: 2
Checked Position - Row: 1, Col: 4, Card: 2
Checked Position - Row: 1, Col: 5, Card: 2
Checked Position - Row: 1, Col: 6, Card: 2
Checked Position - Row: 2, Col: 0, Card: 2
Checked Position - Row: 2, Col: 1, Card: 2
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 2, Card: 1
Checked Position - Row: 0, Col: 3, Card: 1
Checked Position - Row: 0, Col: 4, Card: 1
Checked Position - Row: 0, Col: 5, Card: 1
Checked Position - Row: 0, Col: 6, Card: 1
Checked Position - Row: 1, Col: 0, Card: 1
Checked Position - Row: 1, Col: 1, Card: 1
Checked Position - Row: 1, Col: 2, Card: 1
Checked Position - Row: 1, Col: 3, Card: 1
Checked Position - Row: 1, Col: 4, Card: 1
Checked Position - Row: 1, Col: 5, Card: 1
Checked Position - Row: 1, Col: 6, Card: 1
Checked Position - Row: 2, Col: 0, Card: 1
Checked Position - Row: 2, Col: 1, Card: 1
Checked Position - Row: 2, Col: 2, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 2, Card: 1
Checked Position - Row: 0, Col: 3, Card: 1
Checked Position - Row: 0, Col: 4, Card: 1
Checked Position - Row: 0, Col: 5, Card: 1
Checked Position - Row: 0, Col: 6, Card: 1
Checked Position - Row: 1, Col: 0, Card: 1
Checked Position - Row: 1, Col: 1, Card: 1
Checked Position - Row: 1, Col: 2, Card: 1
Checked Position - Row: 1, Col: 3, Card: 1
Checked Position - Row: 1, Col: 4, Card: 1
Checked Position - Row: 1, Col: 5, Card: 1
Checked Position - Row: 1, Col: 6, Card: 1
Checked Position - Row: 2, Col: 0, Card: 1
Checked Position - Row: 2, Col: 1, Card: 1
Checked Position - Row: 2, Col: 2, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 2, Card: 1
Checked Position - Row: 0, Col: 3, Card: 1
Checked Position - Row: 0, Col: 4, Card: 1
Checked Position - Row: 0, Col: 5, Card: 1
Checked Position - Row: 0, Col: 6, Card: 1
Checked Position - Row: 1, Col: 0, Card: 1
Checked Position - Row: 1, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 2, Card: 1
Checked Position - Row: 0, Col: 3, Card: 1
Checked Position - Row: 0, Col: 4, Card: 1
Checked Position - Row: 0, Col: 5, Card: 1
Checked Position - Row: 0, Col: 6, Card: 1
Checked Position - Row: 1, Col: 0, Card: 1
Checked Position - Row: 1, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 2, Card: 1
Checked Position - Row: 0, Col: 3, Card: 1
Checked Position - Row: 0, Col: 4, Card: 1
Checked Position - Row: 0, Col: 5, Card: 1
Checked Position - Row: 0, Col: 6, Card: 1
Checked Position - Row: 1, Col: 0, Card: 1
Checked Position - Row: 1, Col: 1, Card: 1
Checked Position - Row: 1, Col: 2, Card: 1
Checked Position - Row: 1, Col: 3, Card: 1
Checked Position - Row: 1, Col: 4, Card: 1
Checked Position - Row: 1, Col: 5, Card: 1
Checked Position - Row: 1, Col: 6, Card: 1
Checked Position - Row: 2, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 2, Card: 1
Checked Position - Row: 0, Col: 3, Card: 1
Checked Position - Row: 0, Col: 4, Card: 1
Checked Position - Row: 0, Col: 5, Card: 1
Checked Position - Row: 0, Col: 6, Card: 1
Checked Position - Row: 1, Col: 0, Card: 1
Checked Position - Row: 1, Col: 1, Card: 1
Checked Position - Row: 1, Col: 2, Card: 1
Checked Position - Row: 1, Col: 3, Card: 1
Checked Position - Row: 1, Col: 4, Card: 1
Checked Position - Row: 1, Col: 5, Card: 1
Checked Position - Row: 1, Col: 6, Card: 1
Checked Position - Row: 2, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 2, Card: 1
Checked Position - Row: 0, Col: 3, Card: 1
Checked Position - Row: 0, Col: 4, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 2, Card: 1
Checked Position - Row: 0, Col: 3, Card: 1
Checked Position - Row: 0, Col: 4, Card: 1
Checked Position - Row: 0, Col: 5, Card: 1
Checked Position - Row: 0, Col: 6, Card: 1
Checked Position - Row: 1, Col: 0, Card: 1
Checked Position - Row: 1, Col: 1, Card: 1
Checked Position - Row: 1, Col: 2, Card: 1
Checked Position - Row: 1, Col: 3, Card: 1
Checked Position - Row: 1, Col: 4, Card: 1
Checked Position - Row: 1, Col: 5, Card: 1
Checked Position - Row: 1, Col: 6, Card: 1
Checked Position - Row: 2, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 1, Card: 1
Checked Position - Row: 0, Col: 2, Card: 1
Checked Position - Row: 0, Col: 3, Card: 1
Checked Position - Row: 0, Col: 4, Card: 1
Checked Position - Row: 0, Col: 5, Card: 1
Checked Position - Row: 0, Col: 6, Card: 1
Checked Position - Row: 1, Col: 0, Card: 1
Checked Position - Row: 1, Col: 1, Card: 1
Checked Position - Row: 1, Col: 2, Card: 1
Checked Position - Row: 1, Col: 3, Card: 1
Checked Position - Row: 1, Col: 4, Card: 1
Checked Position - Row: 1, Col: 5, Card: 1
Checked Position - Row: 1, Col: 6, Card: 1
Checked Position - Row: 2, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 2
Checked Position - Row: 0, Col: 1, Card: 2
Checked Position - Row: 0, Col: 2, Card: 2
Checked Position - Row: 0, Col: 3, Card: 2
Checked Position - Row: 0, Col: 4, Card: 2
Checked Position - Row: 0, Col: 5, Card: 2
Checked Position - Row: 0, Col: 6, Card: 2
Checked Position - Row: 1, Col: 0, Card: 2
Checked Position - Row: 1, Col: 1, Card: 2
Checked Position - Row: 1, Col: 2, Card: 2
Checked Position - Row: 1, Col: 3, Card: 2
Checked Position - Row: 1, Col: 4, Card: 2
Checked Position - Row: 1, Col: 5, Card: 2
Checked Position - Row: 1, Col: 6, Card: 2
Checked Position - Row: 2, Col: 0, Card: 2
Checked Position - Row: 2, Col: 1, Card: 2
Checked Position - Row: 0, Col: 0, Card: 2
Checked Position - Row: 0, Col: 1, Card: 2
Checked Position - Row: 0, Col: 2, Card: 2
Checked Position - Row: 0, Col: 3, Card: 2
Checked Position - Row: 0, Col: 4, Card: 2
Checked Position - Row: 0, Col: 5, Card: 2
Checked Position - Row: 0, Col: 6, Card: 2
Checked Position - Row: 1, Col: 0, Card: 2
Checked Position - Row: 1, Col: 1, Card: 2
Checked Position - Row: 1, Col: 2, Card: 2
Checked Position - Row: 1, Col: 3, Card: 2
Checked Position - Row: 1, Col: 4, Card: 2
Checked Position - Row: 1, Col: 5, Card: 2
Checked Position - Row: 1, Col: 6, Card: 2
Checked Position - Row: 2, Col: 0, Card: 2
Checked Position - Row: 2, Col: 1, Card: 2
Checked Position - Row: 0, Col: 0, Card: 1
Checked Position - Row: 0, Col: 0, Card: 1
